Variable,Region,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
cumulative_baseline_emissions,SAF,gigatCO2,0,2.64643,5.45875,8.34278,11.2822,14.3711,17.7078,21.2899,25.0465,28.8977,32.7807,36.6631,40.5374,44.41,48.2918,52.1908,56.111,60.0533,64.0168,67.9994,71.999,76.0133,80.0403,84.0779,88.124,92.1764,96.2331
cumulative_baseline_emissions,WEU,gigatCO2,0,15.3243,30.0309,44.3144,58.5674,73.351,89.1587,106.182,124.293,143.136,162.441,182.255,202.59,223.127,243.621,264.309,285.556,307.45,329.903,352.848,376.241,400.03,424.154,448.557,473.184,497.981,522.89
cumulative_baseline_emissions,CEU,gigatCO2,0,3.8682,7.63749,11.4095,15.3113,19.3602,23.522,27.7898,32.1539,36.562,40.9472,45.2604,49.4531,53.4634,57.2701,60.9363,64.5491,68.1521,71.7551,75.359,78.9628,82.5664,86.1701,89.7737,93.3774,96.9811,100.585
cumulative_baseline_emissions,TUR,gigatCO2,0,2.32005,4.87555,7.55583,10.2749,13.0357,15.8971,18.9218,22.1388,25.5225,29.0253,32.6153,36.2835,40.0369,43.8627,47.7042,51.5118,55.2916,59.0715,62.8577,66.6438,70.4283,74.2128,77.9977,81.7826,85.5675,89.3523
cumulative_baseline_emissions,UKR,gigatCO2,0,2.01389,4.05674,6.24599,8.65664,11.2067,13.7925,16.4268,19.1427,21.8822,24.5658,27.1787,29.7423,32.2699,34.7734,37.2757,39.7973,42.3427,44.9075,47.4889,50.0858,52.6964,55.3187,57.9506,60.5903,63.2358,65.8853
cumulative_baseline_emissions,STAN,gigatCO2,0,2.50862,5.16997,7.9236,10.6701,13.3218,15.8817,18.478,21.2022,23.9793,26.7708,29.7544,33.0791,36.6231,40.1823,43.697,47.1963,50.6962,54.1961,57.6953,61.1946,64.694,68.1934,71.6928,75.1921,78.6915,82.1909
cumulative_baseline_emissions,RUS,gigatCO2,0,9.68382,19.8837,30.4002,41.0021,51.5363,61.9466,72.2677,82.6121,93.1204,103.772,114.272,124.38,134.208,143.955,153.615,163.118,172.522,181.927,191.352,200.778,210.198,219.618,229.039,238.461,247.882,257.303
cumulative_baseline_emissions,ME,gigatCO2,0,10.279,21.0854,32.6088,45.0544,58.3944,72.5382,87.5292,103.421,120.128,137.497,155.422,173.907,193.08,213.051,233.779,255.182,277.252,299.997,323.365,347.273,371.649,396.43,421.549,446.938,472.532,498.261
cumulative_baseline_emissions,INDIA,gigatCO2,0,15.4276,33.8526,55.0135,78.8779,106.032,137.178,172.591,212.292,256.276,304.26,355.475,409.131,464.871,522.436,581.308,641.025,701.506,762.83,824.952,887.749,951.127,1015.01,1079.32,1143.96,1208.86,1273.93
cumulative_baseline_emissions,KOR,gigatCO2,0,4.04305,8.27738,12.5779,16.825,20.9696,25.003,28.9135,32.6838,36.2967,39.7301,42.9553,45.9568,48.7505,51.3711,53.8562,56.25,58.6048,60.9595,63.3216,65.6838,68.0439,70.4041,72.7647,75.1254,77.486,79.8465
cumulative_baseline_emissions,CHN,gigatCO2,0,59.3305,122.625,188.181,254.42,320.307,385.081,447.912,507.972,564.568,617.13,665.224,708.83,748.551,785.236,819.601,852.379,884.468,916.556,948.776,980.996,1013.18,1045.37,1077.56,1109.75,1141.95,1174.14
cumulative_baseline_emissions,SEAS,gigatCO2,0,8.31141,18.0139,28.7501,40.0163,51.449,63.0106,75.0392,87.8553,101.419,115.627,130.609,146.364,162.444,178.495,194.769,211.702,229.394,247.744,266.671,286.124,306.042,326.354,346.993,367.895,388.997,410.23
cumulative_baseline_emissions,INDO,gigatCO2,0,8.33857,16.995,26.0092,35.354,44.7741,54.0766,63.4091,73.0411,83.0839,93.4633,103.981,114.487,125.007,135.638,146.407,157.302,168.321,179.464,190.724,202.085,213.532,225.054,236.64,248.275,259.949,271.648
cumulative_baseline_emissions,JAP,gigatCO2,0,5.19926,10.1784,15.0128,19.7912,24.5836,29.4372,34.3744,39.3761,44.3701,49.265,53.9919,58.5351,62.9436,67.2762,71.5501,75.7695,79.9606,84.1516,88.3484,92.5453,96.7406,100.936,105.132,109.327,113.523,117.718
cumulative_baseline_emissions,OCE,gigatCO2,0,1.89645,3.74074,5.70942,7.98291,10.5256,13.1482,15.6479,17.9787,20.3361,22.8762,25.4656,27.9284,30.3157,32.7648,35.3136,37.9401,40.6391,43.416,46.2659,49.1779,52.1437,55.1561,58.2076,61.2902,64.3964,67.5181
cumulative_baseline_emissions,RSAS,gigatCO2,0,2.39032,5.40934,9.07802,13.4377,18.6124,24.8064,32.2686,41.1886,51.6196,63.583,77.1795,92.5495,109.813,129.081,150.472,174.091,199.992,228.122,258.287,290.236,323.736,358.574,394.525,431.368,468.888,506.854
cumulative_baseline_emissions,RSAF,gigatCO2,0,3.76155,7.5259,12.3391,18.7739,25.7685,31.9372,37.0436,41.6603,46.4836,52.0917,58.8366,66.8307,75.9925,86.2299,97.5972,110.205,124.095,139.226,155.487,172.74,190.859,209.721,229.203,249.182,269.537,290.141
cumulative_global_baseline_emissions,Global,,0,222.361,459.545,707.888,964.671,1229.38,1501.63,1779.32,2061.02,2348.28,2643.64,2948.16,3261.63,3583.53,3913.96,4254.2,4606.12,4971.28,5350.12,5741.61,6144.05,6555.99,6976.14,7403.14,7835.62,8272.25,8711.62
baseline_carbon_intensity,CAN,gigatCO2 / USD2005 / trillion,0.332945,0.307384,0.322758,0.311348,0.289276,0.25213,0.221247,0.210825,0.209935,0.206108,0.194882,0.17668,0.156975,0.140485,0.12999,0.126165,0.125079,0.123268,0.120774,0.11853,0.116814,0.115404,0.114163,0.1131,0.112229,0.111503,0.110832
baseline_carbon_intensity,USA,gigatCO2 / USD2005 / trillion,0.328626,0.281931,0.271676,0.244867,0.229025,0.217868,0.208508,0.199435,0.189909,0.179651,0.169286,0.160047,0.153318,0.149475,0.146772,0.143792,0.140885,0.138349,0.13587,0.133481,0.131458,0.129796,0.128381,0.127185,0.126215,0.125445,0.124828
baseline_carbon_intensity,MEX,gigatCO2 / USD2005 / trillion,0.29421,0.258707,0.272993,0.256382,0.240592,0.218637,0.196894,0.180607,0.168744,0.159286,0.149699,0.138619,0.127341,0.117331,0.109675,0.104628,0.100794,0.0970741,0.0934564,0.0903211,0.0878721,0.0859322,0.084323,0.0829962,0.0819397,0.0810992,0.0803955
baseline_carbon_intensity,RCAM,gigatCO2 / USD2005 / trillion,0.302247,0.264175,0.280851,0.246578,0.223078,0.211581,0.207846,0.207899,0.206509,0.200698,0.191214,0.179553,0.1676,0.156484,0.14608,0.136245,0.127409,0.119886,0.113394,0.10795,0.103734,0.100474,0.097849,0.0957317,0.0940742,0.0927887,0.0917686
baseline_carbon_intensity,BRA,gigatCO2 / USD2005 / trillion,0.584872,0.510856,0.539666,0.529326,0.527632,0.501455,0.445657,0.367606,0.291965,0.239153,0.21767,0.224015,0.225238,0.199641,0.170218,0.157812,0.153767,0.1475,0.139978,0.134008,0.129551,0.125799,0.1226,0.120036,0.118052,0.116537,0.115448
baseline_carbon_intensity,RSAM,gigatCO2 / USD2005 / trillion,0.462879,0.431299,0.457015,0.389292,0.349946,0.349384,0.338681,0.291703,0.242452,0.216314,0.204454,0.195794,0.184786,0.169574,0.154976,0.144792,0.137215,0.130035,0.123217,0.117471,0.112966,0.109356,0.10639,0.104,0.102138,0.100716,0.0996668
baseline_carbon_intensity,NAF,gigatCO2 / USD2005 / trillion,0.420746,0.370246,0.404446,0.341532,0.288941,0.245877,0.216642,0.201891,0.193499,0.185348,0.175385,0.163898,0.153582,0.145847,0.139969,0.135261,0.131401,0.12798,0.124578,0.121404,0.118874,0.116886,0.115216,0.113802,0.112653,0.111713,0.11087
baseline_carbon_intensity,WAF,gigatCO2 / USD2005 / trillion,1.53315,1.66121,1.94321,1.29693,0.827086,0.631652,0.487698,0.314617,0.203541,0.17915,0.18409,0.185532,0.181683,0.175077,0.167547,0.159811,0.152286,0.145798,0.140185,0.135377,0.131782,0.129115,0.126942,0.125112,0.123622,0.122373,0.121145
baseline_carbon_intensity,EAF,gigatCO2 / USD2005 / trillion,0.531135,0.635049,0.810436,0.623254,0.442297,0.321848,0.245078,0.195411,0.165219,0.14888,0.142513,0.142588,0.145109,0.147208,0.14497,0.13739,0.128531,0.12162,0.116199,0.111634,0.108195,0.105668,0.103649,0.101972,0.10062,0.0995054,0.0984466
baseline_carbon_intensity,SAF,gigatCO2 / USD2005 / trillion,0.757587,0.679662,0.706889,0.599986,0.528175,0.494889,0.474991,0.450289,0.419583,0.385445,0.35196,0.322308,0.297419,0.277146,0.260554,0.24696,0.235726,0.225691,0.21621,0.207854,0.201098,0.195636,0.191114,0.187429,0.184534,0.182319,0.180696
baseline_carbon_intensity,WEU,gigatCO2 / USD2005 / trillion,0.218545,0.194378,0.187034,0.170017,0.160019,0.157055,0.157239,0.15695,0.153871,0.147188,0.139988,0.134694,0.129007,0.121091,0.113904,0.109952,0.107618,0.105045,0.102218,0.0997058,0.0977212,0.096101,0.0947198,0.093566,0.0926394,0.091897,0.0912765
baseline_carbon_intensity,CEU,gigatCO2 / USD2005 / trillion,0.316379,0.269985,0.263972,0.23996,0.225573,0.212578,0.201754,0.193645,0.185398,0.174729,0.162452,0.150254,0.137962,0.125148,0.114255,0.107288,0.102737,0.0988788,0.0953249,0.0921649,0.0895368,0.0873764,0.0855798,0.0841094,0.0829483,0.0820614,0.0814258
baseline_carbon_intensity,TUR,gigatCO2 / USD2005 / trillion,0.3216,0.304095,0.327399,0.286149,0.250201,0.225574,0.210142,0.200721,0.192564,0.182634,0.171867,0.161762,0.153321,0.146519,0.139264,0.130353,0.121794,0.115151,0.10963,0.104679,0.100559,0.0972756,0.0946126,0.0924518,0.0907566,0.0894744,0.0885627
baseline_carbon_intensity,UKR,gigatCO2 / USD2005 / trillion,0.784498,0.658691,0.681253,0.640667,0.60618,0.546855,0.492516,0.460735,0.430516,0.386958,0.341317,0.305701,0.279238,0.257817,0.240815,0.228521,0.218947,0.209917,0.201188,0.193592,0.187501,0.18256,0.178456,0.175113,0.172485,0.170467,0.168972
baseline_carbon_intensity,STAN,gigatCO2 / USD2005 / trillion,0.823542,0.661726,0.697373,0.559526,0.452723,0.37066,0.322455,0.30814,0.298722,0.275145,0.259715,0.269894,0.281101,0.271609,0.252452,0.23686,0.22468,0.213512,0.203135,0.194215,0.187023,0.181187,0.176379,0.172491,0.169453,0.167148,0.165503
baseline_carbon_intensity,RUS,gigatCO2 / USD2005 / trillion,0.635572,0.575238,0.600981,0.530211,0.469033,0.421448,0.387742,0.36353,0.345584,0.331381,0.311375,0.282542,0.25698,0.242126,0.231303,0.218605,0.206666,0.198277,0.191716,0.185454,0.17997,0.175559,0.171963,0.168997,0.166638,0.164841,0.163559
baseline_carbon_intensity,ME,gigatCO2 / USD2005 / trillion,0.541691,0.46753,0.492374,0.443715,0.407689,0.375013,0.348675,0.329536,0.31262,0.294221,0.274922,0.256834,0.242173,0.231335,0.221812,0.211897,0.20241,0.19412,0.186623,0.180002,0.174712,0.170543,0.16712,0.164305,0.162068,0.160309,0.158881
baseline_carbon_intensity,INDIA,gigatCO2 / USD2005 / trillion,0.40497,0.367991,0.431128,0.373764,0.333272,0.309719,0.292903,0.277273,0.263076,0.250219,0.236247,0.220417,0.205404,0.192694,0.181046,0.169666,0.159528,0.151008,0.143433,0.136856,0.131616,0.127481,0.124117,0.121395,0.119264,0.117633,0.116411
baseline_carbon_intensity,KOR,gigatCO2 / USD2005 / trillion,0.413104,0.37592,0.38876,0.341243,0.301672,0.271449,0.247352,0.226943,0.209176,0.19326,0.178024,0.162624,0.148172,0.136083,0.126446,0.119257,0.114987,0.113566,0.11322,0.11248,0.111572,0.110892,0.110375,0.109915,0.109525,0.109227,0.109016
baseline_carbon_intensity,CHN,gigatCO2 / USD2005 / trillion,0.464316,0.378865,0.398395,0.32922,0.283671,0.25102,0.224469,0.20204,0.18302,0.165648,0.148617,0.132189,0.118039,0.107377,0.099533,0.0937612,0.0904671,0.0899221,0.0905282,0.0906956,0.0905525,0.0905249,0.0905783,0.0905986,0.0905949,0.0905981,0.0906055
baseline_carbon_intensity,SEAS,gigatCO2 / USD2005 / trillion,0.506026,0.48402,0.553587,0.486618,0.418101,0.35685,0.312821,0.288592,0.270926,0.251388,0.234864,0.224178,0.211728,0.193278,0.177008,0.168901,0.164741,0.160112,0.154973,0.150506,0.14708,0.14433,0.141999,0.140061,0.13851,0.13726,0.136187
baseline_carbon_intensity,INDO,gigatCO2 / USD2005 / trillion,0.939373,0.727397,0.753843,0.609588,0.502229,0.409618,0.340399,0.298403,0.271827,0.251035,0.231096,0.210241,0.191966,0.17864,0.168354,0.159376,0.151561,0.144681,0.138341,0.132785,0.12832,0.124745,0.121804,0.119411,0.11753,0.116084,0.115002
baseline_carbon_intensity,JAP,gigatCO2 / USD2005 / trillion,0.247566,0.223928,0.215438,0.201851,0.194809,0.191582,0.189861,0.188188,0.184444,0.177228,0.167403,0.156525,0.147122,0.140766,0.135903,0.131037,0.126786,0.123806,0.121434,0.119097,0.11699,0.115259,0.113822,0.112619,0.111651,0.110906,0.110371
baseline_carbon_intensity,OCE,gigatCO2 / USD2005 / trillion,0.332937,0.277971,0.27598,0.279981,0.293078,0.285468,0.255584,0.213412,0.18513,0.182907,0.18057,0.160408,0.138936,0.13002,0.127419,0.124053,0.120223,0.11709,0.114235,0.111496,0.109214,0.107401,0.105887,0.104609,0.103573,0.102741,0.102038
baseline_carbon_intensity,RSAS,gigatCO2 / USD2005 / trillion,0.310069,0.308303,0.382326,0.355698,0.332428,0.315868,0.305405,0.298947,0.290261,0.276879,0.262487,0.24973,0.238398,0.228341,0.219695,0.212009,0.204777,0.198194,0.192021,0.186467,0.182203,0.178974,0.176295,0.174015,0.172146,0.170574,0.16904
baseline_carbon_intensity,RSAF,gigatCO2 / USD2005 / trillion,1.63728,1.16422,1.27698,1.46412,1.48244,1.11734,0.711103,0.468607,0.354155,0.310012,0.292923,0.28025,0.263089,0.240843,0.219851,0.202824,0.18826,0.176063,0.16615,0.158296,0.152547,0.148282,0.144889,0.142134,0.139956,0.1382,0.136619
regional_emissions,CAN,gigatCO2 / year,0.511577,0.521687,0.546533,0.578404,0.589135,0.560666,0.533437,0.547148,0.583052,0.612083,0.620312,0.602343,0.570971,0.542467,0.530059,0.540762,0.561337,0.577512,0.588892,0.597799,0.604141,0.607442,0.607857,0.605675,0.601135,0.594382,0.585251
regional_emissions,USA,gigatCO2 / year,5.39382,5.17224,4.97537,4.92741,4.98023,5.0557,5.11966,5.15179,5.14262,5.09064,5.01451,4.94096,4.90988,4.94588,5.00255,5.03183,5.04466,5.05978,5.07128,5.07003,5.05707,5.03525,5.0048,4.96561,4.91857,4.86454,4.80308
regional_emissions,MEX,gigatCO2 / year,0.572878,0.588919,0.619969,0.672077,0.719811,0.740258,0.749761,0.769146,0.799326,0.834667,0.86305,0.874805,0.87544,0.874272,0.881335,0.902862,0.930463,0.954458,0.97315,0.986786,0.995513,0.999506,0.998957,0.99412,0.985419,0.973173,0.957134
regional_emissions,RCAM,gigatCO2 / year,0.302334,0.319671,0.339047,0.356414,0.381258,0.423931,0.485461,0.562288,0.642013,0.712485,0.770463,0.816037,0.853675,0.887568,0.916847,0.940455,0.961269,0.981745,0.999358,1.01131,1.018,1.02038,1.01858,1.01265,1.003,0.990004,0.973421
regional_emissions,BRA,gigatCO2 / year,1.57743,1.61117,1.698,1.90488,2.12292,2.22226,2.15701,1.92999,1.652,1.44816,1.40072,1.5243,1.61495,1.50175,1.33658,1.28863,1.30246,1.29327,1.26722,1.24597,1.22788,1.20741,1.18516,1.16271,1.14008,1.11703,1.09373
regional_emissions,RSAM,gigatCO2 / year,1.38348,1.54193,1.63,1.63049,1.69616,1.93655,2.12586,2.05563,1.90317,1.87751,1.94832,2.03361,2.07688,2.04941,2.00273,1.98914,1.99253,1.9874,1.9744,1.95897,1.94084,1.91888,1.89344,1.86516,1.83438,1.80135,1.76608
regional_emissions,NAF,gigatCO2 / year,0.583268,0.654568,0.711544,0.750555,0.771343,0.78028,0.804388,0.865088,0.945195,1.02109,1.0785,1.11109,1.13254,1.15677,1.18287,1.20702,1.22747,1.24237,1.24773,1.24052,1.22174,1.19315,1.15557,1.10987,1.05741,0.999469,0.936585
regional_emissions,WAF,gigatCO2 / year,1.817,2.7146,3.15684,2.85278,2.42297,2.4411,2.46811,2.06833,1.72123,1.92651,2.48492,3.0981,3.69502,4.26355,4.80487,5.32049,5.80285,6.23459,6.57073,6.77674,6.86362,6.85,6.74403,6.55372,6.29284,5.97394,5.60149
regional_emissions,EAF,gigatCO2 / year,0.283526,0.457865,0.580903,0.595999,0.558277,0.534344,0.533674,0.554271,0.604243,0.694228,0.836945,1.04038,1.2962,1.58323,1.84682,2.04591,2.20776,2.36017,2.48353,2.55667,2.58446,2.57588,2.53373,2.46046,2.3612,2.24069,2.10058
regional_emissions,SAF,gigatCO2 / year,0.507151,0.551618,0.571728,0.57549,0.587364,0.626305,0.674264,0.708998,0.726252,0.727442,0.718486,0.705487,0.691666,0.678896,0.666795,0.654509,0.641395,0.626937,0.61089,0.593161,0.573876,0.553245,0.531454,0.508689,0.485176,0.461134,0.436733
regional_emissions,WEU,gigatCO2 / year,3.13174,2.99797,2.88141,2.82115,2.85944,3.02035,3.25141,3.48391,3.65938,3.7468,3.81204,3.91241,3.97866,3.9498,3.91771,3.97557,4.07806,4.16193,4.22456,4.27561,4.31466,4.3396,4.35095,4.34984,4.33727,4.31377,4.27818
regional_emissions,CEU,gigatCO2 / year,0.784933,0.762355,0.744108,0.760432,0.791884,0.814068,0.83081,0.849091,0.860892,0.857582,0.842354,0.819312,0.784846,0.738041,0.695628,0.672747,0.662633,0.65521,0.647779,0.63967,0.630968,0.6219,0.612508,0.602805,0.592856,0.582737,0.57251
regional_emissions,TUR,gigatCO2 / year,0.435783,0.492275,0.528819,0.539505,0.54117,0.552502,0.577077,0.612499,0.647631,0.672271,0.688098,0.699678,0.711475,0.725147,0.731471,0.723121,0.710402,0.704273,0.701692,0.697614,0.692436,0.687513,0.682764,0.677853,0.672825,0.66779,0.662759
regional_emissions,UKR,gigatCO2 / year,0.403864,0.401991,0.415055,0.458722,0.50102,0.511482,0.512074,0.527258,0.5404,0.532416,0.514228,0.500315,0.490324,0.481488,0.475898,0.475555,0.477496,0.478417,0.478305,0.477792,0.476848,0.475336,0.473291,0.470784,0.467857,0.464535,0.460787
regional_emissions,STAN,gigatCO2 / year,0.485141,0.518878,0.545903,0.553374,0.54007,0.512703,0.500423,0.523666,0.547015,0.54034,0.548147,0.609995,0.674537,0.687959,0.67314,0.663321,0.659286,0.655195,0.650466,0.645664,0.640765,0.635648,0.630353,0.624947,0.619455,0.613899,0.608306
regional_emissions,RUS,gigatCO2 / year,1.8782,1.99534,2.0811,2.11389,2.10544,2.07591,2.0441,2.02735,2.03887,2.07606,2.07815,1.99925,1.90746,1.87181,1.85658,1.81738,1.77537,1.75758,1.75167,1.74056,1.72559,1.71135,1.69758,1.68315,1.66823,1.65322,1.63818
regional_emissions,ME,gigatCO2 / year,2.00627,2.10534,2.21228,2.38044,2.56563,2.71893,2.86457,3.03114,3.1938,3.32304,3.42232,3.50655,3.60396,3.73391,3.86848,3.97889,4.07759,4.18042,4.27753,4.35642,4.41839,4.46714,4.50261,4.52423,4.53301,4.52972,4.51253
regional_emissions,INDIA,gigatCO2 / year,2.77719,3.39386,3.95081,4.42248,4.93272,5.59322,6.32493,7.02823,7.69614,8.32078,8.80474,9.07353,9.20527,9.27933,9.25713,9.10294,8.88033,8.64999,8.39679,8.09841,7.76049,7.39351,7.00161,6.58833,6.15944,5.72064,5.27574
regional_emissions,KOR,gigatCO2 / year,0.784572,0.832656,0.858329,0.852918,0.829643,0.803856,0.776529,0.745642,0.711326,0.673762,0.631225,0.583198,0.535572,0.494351,0.46035,0.433568,0.415798,0.407552,0.403025,0.396657,0.38892,0.381294,0.3737,0.365807,0.35769,0.34949,0.341245
regional_emissions,CHN,gigatCO2 / year,11.3913,12.3409,12.9464,13.1773,13.1412,12.9543,12.6142,12.1004,11.4385,10.6611,9.78648,8.85127,7.9814,7.29015,6.75734,6.3482,6.10006,6.03539,6.0488,6.03331,5.99697,5.96828,5.9452,5.92027,5.89409,5.86873,5.84408
regional_emissions,SEAS,gigatCO2 / year,1.51417,1.8104,2.05656,2.1902,2.22561,2.20785,2.22112,2.32377,2.44627,2.52021,2.5907,2.6955,2.74884,2.68494,2.60853,2.61925,2.66843,2.69259,2.69018,2.67116,2.63585,2.58343,2.51558,2.43449,2.3422,2.24041,2.12965
regional_emissions,INDO,gigatCO2 / year,1.63506,1.70042,1.7503,1.81536,1.84659,1.80527,1.75695,1.76774,1.81534,1.8598,1.87193,1.83816,1.79117,1.76245,1.74254,1.71699,1.68642,1.65363,1.61695,1.57452,1.52693,1.47523,1.41989,1.36134,1.30026,1.23727,1.17271
regional_emissions,JAP,gigatCO2 / year,1.06462,1.01508,0.974342,0.952046,0.945549,0.949755,0.960321,0.97171,0.97291,0.954697,0.919463,0.874167,0.832607,0.805373,0.785114,0.7634,0.743745,0.730313,0.719279,0.706292,0.691758,0.676883,0.661658,0.645883,0.629679,0.613221,0.596601
regional_emissions,OCE,gigatCO2 / year,0.388396,0.370206,0.366606,0.417442,0.484469,0.519586,0.510422,0.46521,0.437798,0.467873,0.499098,0.476967,0.441203,0.437753,0.451799,0.460513,0.464892,0.469885,0.474112,0.475406,0.474037,0.470699,0.465466,0.458338,0.449548,0.439317,0.427619
regional_emissions,RSAS,gigatCO2 / year,0.417044,0.539118,0.664963,0.789269,0.925921,1.09217,1.29967,1.55042,1.81572,2.06977,2.32422,2.59406,2.87493,3.15976,3.44831,3.73982,4.02598,4.29378,4.51892,4.68222,4.78821,4.8455,4.85671,4.82414,4.7533,4.6489,4.51008
regional_emissions,RSAF,gigatCO2 / year,0.786528,0.71864,0.783636,1.12294,1.40426,1.31651,1.05558,0.881144,0.841981,0.926255,1.08997,1.28406,1.46524,1.6067,1.73153,1.86385,1.99393,2.1059,2.18792,2.23289,2.24381,2.22545,2.18032,2.11096,2.02138,1.91526,1.79397
baseline,CAN,gigatCO2 / year,0.511577,0.521687,0.546533,0.578404,0.589135,0.560666,0.533437,0.547148,0.583052,0.612083,0.620312,0.602343,0.570971,0.542467,0.530059,0.540762,0.561337,0.577512,0.588892,0.597799,0.604141,0.607442,0.607857,0.605675,0.601135,0.594382,0.585251
baseline,USA,gigatCO2 / year,5.39382,5.17224,4.97537,4.92741,4.98023,5.0557,5.11966,5.15179,5.14262,5.09064,5.01451,4.94096,4.90988,4.94588,5.00255,5.03183,5.04466,5.05978,5.07128,5.07003,5.05707,5.03525,5.0048,4.96561,4.91857,4.86454,4.80308
baseline,MEX,gigatCO2 / year,0.572878,0.588919,0.619969,0.672077,0.719811,0.740258,0.749761,0.769146,0.799326,0.834667,0.86305,0.874805,0.87544,0.874272,0.881335,0.902862,0.930463,0.954458,0.97315,0.986786,0.995513,0.999506,0.998957,0.99412,0.985419,0.973173,0.957134
baseline,RCAM,gigatCO2 / year,0.302334,0.319671,0.339047,0.356414,0.381258,0.423931,0.485461,0.562288,0.642013,0.712485,0.770463,0.816037,0.853675,0.887568,0.916847,0.940455,0.961269,0.981745,0.999358,1.01131,1.018,1.02038,1.01858,1.01265,1.003,0.990004,0.973421
baseline,BRA,gigatCO2 / year,1.57743,1.61117,1.698,1.90488,2.12292,2.22226,2.15701,1.92999,1.652,1.44816,1.40072,1.5243,1.61495,1.50175,1.33658,1.28863,1.30246,1.29327,1.26722,1.24597,1.22788,1.20741,1.18516,1.16271,1.14008,1.11703,1.09373
baseline,RSAM,gigatCO2 / year,1.38348,1.54193,1.63,1.63049,1.69616,1.93655,2.12586,2.05563,1.90317,1.87751,1.94832,2.03361,2.07688,2.04941,2.00273,1.98914,1.99253,1.9874,1.9744,1.95897,1.94084,1.91888,1.89344,1.86516,1.83438,1.80135,1.76608
baseline,NAF,gigatCO2 / year,0.583268,0.654568,0.711544,0.750555,0.771343,0.78028,0.804388,0.865088,0.945195,1.02109,1.0785,1.11109,1.13254,1.15677,1.18287,1.20702,1.22747,1.24237,1.24773,1.24052,1.22174,1.19315,1.15557,1.10987,1.05741,0.999469,0.936585
baseline,WAF,gigatCO2 / year,1.817,2.7146,3.15684,2.85278,2.42297,2.4411,2.46811,2.06833,1.72123,1.92651,2.48492,3.0981,3.69502,4.26355,4.80487,5.32049,5.80285,6.23459,6.57073,6.77674,6.86362,6.85,6.74403,6.55372,6.29284,5.97394,5.60149
baseline,EAF,gigatCO2 / year,0.283526,0.457865,0.580903,0.595999,0.558277,0.534344,0.533674,0.554271,0.604243,0.694228,0.836945,1.04038,1.2962,1.58323,1.84682,2.04591,2.20776,2.36017,2.48353,2.55667,2.58446,2.57588,2.53373,2.46046,2.3612,2.24069,2.10058
baseline,SAF,gigatCO2 / year,0.507151,0.551618,0.571728,0.57549,0.587364,0.626305,0.674264,0.708998,0.726252,0.727442,0.718486,0.705487,0.691666,0.678896,0.666795,0.654509,0.641395,0.626937,0.61089,0.593161,0.573876,0.553245,0.531454,0.508689,0.485176,0.461134,0.436733
baseline,WEU,gigatCO2 / year,3.13174,2.99797,2.88141,2.82115,2.85944,3.02035,3.25141,3.48391,3.65938,3.7468,3.81204,3.91241,3.97866,3.9498,3.91771,3.97557,4.07806,4.16193,4.22456,4.27561,4.31466,4.3396,4.35095,4.34984,4.33727,4.31377,4.27818
baseline,CEU,gigatCO2 / year,0.784933,0.762355,0.744108,0.760432,0.791884,0.814068,0.83081,0.849091,0.860892,0.857582,0.842354,0.819312,0.784846,0.738041,0.695628,0.672747,0.662633,0.65521,0.647779,0.63967,0.630968,0.6219,0.612508,0.602805,0.592856,0.582737,0.57251
baseline,TUR,gigatCO2 / year,0.435783,0.492275,0.528819,0.539505,0.54117,0.552502,0.577077,0.612499,0.647631,0.672271,0.688098,0.699678,0.711475,0.725147,0.731471,0.723121,0.710402,0.704273,0.701692,0.697614,0.692436,0.687513,0.682764,0.677853,0.672825,0.66779,0.662759
baseline,UKR,gigatCO2 / year,0.403864,0.401991,0.415055,0.458722,0.50102,0.511482,0.512074,0.527258,0.5404,0.532416,0.514228,0.500315,0.490324,0.481488,0.475898,0.475555,0.477496,0.478417,0.478305,0.477792,0.476848,0.475336,0.473291,0.470784,0.467857,0.464535,0.460787
baseline,STAN,gigatCO2 / year,0.485141,0.518878,0.545903,0.553374,0.54007,0.512703,0.500423,0.523666,0.547015,0.54034,0.548147,0.609995,0.674537,0.687959,0.67314,0.663321,0.659286,0.655195,0.650466,0.645664,0.640765,0.635648,0.630353,0.624947,0.619455,0.613899,0.608306
baseline,RUS,gigatCO2 / year,1.8782,1.99534,2.0811,2.11389,2.10544,2.07591,2.0441,2.02735,2.03887,2.07606,2.07815,1.99925,1.90746,1.87181,1.85658,1.81738,1.77537,1.75758,1.75167,1.74056,1.72559,1.71135,1.69758,1.68315,1.66823,1.65322,1.63818
baseline,ME,gigatCO2 / year,2.00627,2.10534,2.21228,2.38044,2.56563,2.71893,2.86457,3.03114,3.1938,3.32304,3.42232,3.50655,3.60396,3.73391,3.86848,3.97889,4.07759,4.18042,4.27753,4.35642,4.41839,4.46714,4.50261,4.52423,4.53301,4.52972,4.51253
baseline,INDIA,gigatCO2 / year,2.77719,3.39386,3.95081,4.42248,4.93272,5.59322,6.32493,7.02823,7.69614,8.32078,8.80474,9.07353,9.20527,9.27933,9.25713,9.10294,8.88033,8.64999,8.39679,8.09841,7.76049,7.39351,7.00161,6.58833,6.15944,5.72064,5.27574
